absolventė	2	ˌ
absolventų	2	ˌ
absorbavimo	2	ˌ
absorbcija	1	ˋ
absorbentais	2	ˌ
absorbentam	2	ˌ
absorbentas	2	ˌ
absorbentų	2	ˌ
absorbuodavo	2	ˈ
absorbuoja	2	ˈ
absorbuot	2	ˈ
absorbuoti	2	ˈ
abstinencijos	2	ˌ
abstinentams	2	ˌ
abstinentas	2	ˌ
abstrahavimas	2	ˌ
abstrakcija	1	ˌ
abstrakcijos	1	ˌ
abstrakciją	1	ˌ
abstraktaus	2	ˌ
abstraktesni	3	ˋ
abstraktesnio	2	ˋ
abstraktesnis	2	ˋ
abstraktesnė	2	ˋ
abstraktesnį	2	ˋ
abstrakti	2	ˋ
abstraktokas	2	ˌ
abstraktu	2	ˋ
abstraktumo	2	ˋ
abstraktus	2	ˋ
abstraktusis	2	ˋ
abstraktūs	1	ˌ
abstraktų	1	ˌ
abstrakčia	2	ˋ
abstrakčiai	2	ˌ
abstrakčiais	2	ˌ
abstrakčias	2	ˋ
abstrakčiausias	2	ˈ
abstrakčiu	2	ˋ
abstrakčius	2	ˋ
abstrakčių	2	ˌ
absurdas	1	ˈ
absurdiška	1	ˈ
absurdiškai	1	ˋ
absurdiškais	1	ˋ
absurdiškas	1	ˋ
absurdiškesnė	3	ˋ
absurdiški	1	ˋ
absurdiškiausias	3	ˈ
absurdiškiausių	3	ˈ
absurdiško	1	ˋ
absurdiškoje	1	ˋ
absurdišku	1	ˋ
absurdiškumą	3	ˋ
absurdiškus	1	ˋ
absurdišką	1	ˋ
absurdiškąją	1	ˋ
absurdiškų	1	ˋ
absurdo	1	ˋ
absurdu	1	ˋ
absurdui	1	ˋ
absurdą	1	ˋ
absurdų	1	ˋ
abu	1	ˋ
abudu	1	ˋ
abulija	1	ˋ
abuoji	1	ˈ
abuojumą	2	ˋ
abėcėle	3	ˋ
abėcėline	2	ˌ
abėcėlinis	2	ˌ
abėcėlė	2	ˌ
abėcėlėje	2	ˌ
abėcėlės	2	ˌ
abėcėlę	2	ˌ
acetonas	2	ˋ
acetono	2	ˋ
ach	0	ˋ
achmatovos	1	ˌ
achmedas	1	ˋ
achmedo	1	ˋ
achmedą	1	ˋ
actas	0	ˌ
acte	1	ˋ
actekai	1	ˋ
actekų	1	ˋ
acto	0	ˌ
actu	1	ˋ
ada	1	ˋ
adai	0	ˌ
adam	0	ˌ
adamkaus	1	ˌ
adamkiškai	1	ˌ
adamkui	1	ˌ
adamkum	1	ˌ
adamkumi	1	ˌ
adamkus	1	ˌ
adams	0	ˌ
adaptacija	2	ˌ
adaptacijai	2	ˌ
adaptacijas	2	ˌ
adaptacijoje	2	ˌ
adaptacijos	2	ˌ
adaptaciją	2	ˌ
adaptavimas	2	ˌ
adaptavimui	2	ˌ
adaptavomės	2	ˌ
adaptavosi	2	ˌ
adaptavusi	2	ˌ
adapteriai	1	ˌ
adaptuodamos	2	ˈ
adaptuoja	2	ˈ
adaptuojam	2	ˈ
adaptuojamas	2	ˈ
adaptuojamasi	2	ˈ
adaptuojamos	2	ˈ
adaptuojamės	2	ˈ
adaptuojant	2	ˈ
adaptuojantis	2	ˈ
adaptuojas	2	ˈ
adaptuojasi	2	ˈ
adaptuojate	2	ˈ
adaptuojies	2	ˈ
adaptuoju	2	ˈ
adaptuojuos	2	ˈ
adaptuos	2	ˌ
adaptuosis	2	ˌ
adaptuot	2	ˈ
adaptuota	2	ˈ
adaptuotas	2	ˈ
adaptuoti	2	ˈ
adaptuotis	2	ˈ
adaptuotos	2	ˈ
adaptuotą	2	ˈ
adaptyvaus	3	ˌ
adaptyvesnis	3	ˋ
adaptyvių	3	ˌ
adaptyvu	3	ˋ
adaptyvus	3	ˋ
adaptyvūs	2	ˌ
adaptyvų	2	ˌ
adas	0	ˌ
adata	0	ˌ
adatas	0	ˌ
adatikių	2	ˋ
adatomis	0	ˌ
adatos	0	ˌ
adatą	0	ˌ
adatėles	3	ˋ
adatėlių	2	ˌ
adatėlės	2	ˌ
adatėlę	2	ˌ
adatų	0	ˌ
adekvataus	3	ˌ
adekvatesnis	3	ˋ
adekvatesnius	4	ˋ
adekvatesnį	3	ˋ
adekvati	3	ˋ
adekvatu	3	ˋ
adekvatus	3	ˋ
adekvatūs	2	ˌ
adekvatų	2	ˌ
adekvačia	3	ˋ
adekvačiai	3	ˌ
adekvačias	3	ˋ
adekvačiau	3	ˌ
adekvačiausia	3	ˈ
adekvačiausias	3	ˈ
adekvačiu	3	ˋ
adekvačius	3	ˋ
adekvačią	2	ˌ
adekvačių	3	ˌ
adele	2	ˋ
adelei	1	ˋ
adelija	1	ˋ
adelina	3	ˋ
adelinos	2	ˋ
adelė	1	ˋ
adelės	1	ˋ
adelę	1	ˋ
adeno	0	ˌ
adenomos	2	ˋ
adenomą	2	ˋ
adeptai	1	ˋ
adi	0	ˌ
adis	0	ˌ
adjutantas	2	ˈ
adjutantu	2	ˈ
administracija	3	ˌ
administracijai	3	ˌ
administracijas	3	ˌ
administracijoj	3	ˌ
administracijoje	3	ˌ
administracijom	3	ˌ
administracijos	3	ˌ
administraciją	3	ˌ
administracijų	3	ˌ
administracine	3	ˌ
administracines	3	ˌ
administraciniai	3	ˌ
administraciniais	3	ˌ
administraciniam	3	ˌ
administraciniame	3	ˌ
administracinio	3	ˌ
administracinis	3	ˌ
administraciniu	3	ˌ
administracinius	3	ˌ
administracinių	3	ˌ
administracinė	3	ˌ
administracinės	3	ˌ
administracinę	3	ˌ
administracinį	3	ˌ
administraciškai	3	ˌ
administratore	3	ˌ
administratores	3	ˌ
administratoriai	3	ˌ
administratoriais	3	ˌ
administratoriam	3	ˌ
administratoriams	3	ˌ
administratoriaus	3	ˌ
administratoriui	3	ˌ
administratorium	3	ˌ
administratoriumi	3	ˌ
administratorius	3	ˌ
administratorių	3	ˌ
administratorė	3	ˌ
administratorėms	3	ˌ
administratorės	3	ˌ
administravimas	3	ˌ
administravimo	3	ˌ
administravimui	3	ˌ
administravimą	3	ˌ
administruodamos	3	ˈ
administruoja	3	ˈ
administruojam	3	ˈ
administruojama	3	ˈ
administruojamas	3	ˈ
administruojamoje	3	ˈ
administruojamos	3	ˈ
administruojanti	3	ˈ
administruojantys	3	ˈ
administruojančiai	3	ˈ
administruojančios	3	ˈ
administruojančiu	3	ˈ
administruojančią	3	ˈ
administruojančių	3	ˈ
administruojat	3	ˈ
administruot	3	ˈ
administruoti	3	ˈ
administruotis	3	ˈ
admiraliteto	4	ˋ
admirolus	3	ˋ
adolfas	0	ˌ
adolfina	3	ˋ
adolfo	0	ˌ
adolfu	0	ˌ
adolfui	0	ˌ
adolfą	0	ˌ
adomaitis	2	ˈ
adomaitį	2	ˈ
adomaičio	2	ˈ
adomaičiu	2	ˈ
adomaičiui	2	ˈ
adomas	1	ˌ
adomavičiaus	2	ˌ
adomavičiui	2	ˌ
adomavičius	2	ˌ
adomo	1	ˌ
adomu	2	ˋ
adomui	1	ˌ
adomynės	2	ˌ
adomą	1	ˌ
adomėnas	2	ˈ
adomėno	2	ˈ
adoptuoji	2	ˈ
adoracija	2	ˌ
adoruodami	2	ˈ
adrenalinas	3	ˋ
adrenalino	3	ˋ
adrenalinu	4	ˋ
adrenaliną	3	ˋ
adresai	2	ˌ
adresais	2	ˌ
adresas	0	ˌ
adresatai	2	ˌ
adresatas	2	ˌ
adresato	2	ˌ
adresatu	3	ˋ
adresatą	2	ˌ
adresatų	2	ˌ
adresavimą	2	ˌ
adresačių	2	ˌ
adreso	0	ˌ
adresu	0	ˌ
adresuoja	2	ˈ
adresuoju	2	ˈ
adresuos	2	ˌ
adresuot	2	ˈ
adresuota	2	ˈ
adresuotas	2	ˈ
adresuoti	2	ˈ
adresuotumėt	2	ˈ
adresuotą	2	ˈ
adresuotų	2	ˈ
adresus	0	ˌ
adresą	0	ˌ
adresų	2	ˌ
adriana	2	ˋ
adrija	0	ˌ
adrijos	0	ˌ
adriju	0	ˈ
adrijus	0	ˈ
adu	0	ˌ
adulis	1	ˋ
adulį	0	ˌ
adutiškio	1	ˋ
adventas	1	ˌ
adventistai	2	ˋ
advento	1	ˌ
adventui	1	ˌ
adventą	1	ˌ
advokatai	2	ˌ
advokatais	2	ˌ
advokatam	2	ˌ
advokatams	2	ˌ
advokatas	2	ˌ
advokatauja	3	ˈ
advokatauti	3	ˈ
advokataučiau	3	ˈ
advokatavimas	3	ˌ
advokate	3	ˋ
advokato	2	ˌ
advokatu	3	ˋ
advokatui	2	ˌ
advokatus	3	ˋ
advokatą	2	ˌ
advokatė	2	ˌ
advokatės	2	ˌ
advokatę	2	ˌ
advokatūra	4	ˋ
advokatūroj	3	ˌ
advokatūroje	3	ˌ
advokatūros	3	ˌ
advokatūrą	3	ˌ
advokatų	2	ˌ
aerobinio	1	ˋ
aerobinis	1	ˋ
aerobinį	1	ˋ
aerobiškai	1	ˋ
aerodinamines	3	ˌ
aerodinaminės	3	ˌ
aerodrome	3	ˋ
aerodromo	2	ˋ
aerodromą	2	ˋ
aeroflotas	2	ˋ
aeroklubo	2	ˋ
aeronas	1	ˋ
aeronautika	2	ˈ
aeronautikoj	2	ˈ
aeronautikos	2	ˈ
aerouostai	1	ˈ
aerouostas	1	ˈ
aerouoste	1	ˈ
aerouostu	1	ˈ
aerouostą	1	ˈ
aerozoliai	2	ˋ
aerozoliais	2	ˋ
aerozoliam	2	ˋ
aerozolio	2	ˋ
aerozolis	2	ˋ
aerozoliu	3	ˋ
aerozolių	2	ˋ
aerozolį	2	ˋ
aeruotuose	1	ˈ
afektai	1	ˋ
afektais	1	ˋ
afektas	1	ˋ
afekto	1	ˋ
afektus	2	ˋ
afektų	1	ˋ
afera	2	ˋ
aferai	1	ˋ
aferistai	2	ˋ
aferistės	2	ˋ
aferistų	2	ˋ
aferoj	1	ˋ
aferom	1	ˋ
aferų	1	ˋ
afganas	1	ˌ
afgani	1	ˌ
afganistanai	3	ˌ
afganistanas	3	ˌ
afganistane	4	ˋ
afganistano	3	ˌ
afganistanu	4	ˋ
afganistaną	3	ˌ
afganų	1	ˌ
afišuoti	2	ˈ
afišų	1	ˋ
afonija	1	ˋ
afoniją	1	ˋ
aforizmais	2	ˋ
aforizmas	2	ˋ
aforizmus	3	ˋ
aforizmų	2	ˋ
afrika	0	ˌ
afrikai	0	ˌ
afrikoj	0	ˌ
afrikoje	0	ˌ
afrikos	0	ˌ
afrikose	0	ˌ
afriką	0	ˌ
agamemnonas	2	ˌ
agaro	0	ˌ
agata	2	ˋ
agatai	1	ˌ
agatas	1	ˌ
agatos	1	ˌ
agatą	1	ˌ
agavos	1	ˌ
agentai	2	ˌ
agentais	2	ˌ
agentam	2	ˈ
agentams	2	ˈ
agentas	0	ˌ
agente	2	ˋ
agento	0	ˌ
agentu	0	ˌ
agentui	0	ˌ
agentus	0	ˌ
agentą	0	ˌ
agentė	0	ˌ
agentės	0	ˌ
agentę	0	ˌ
agentūra	3	ˋ
agentūrai	2	ˌ
agentūras	3	ˋ
agentūroj	2	ˌ
agentūroje	2	ˌ
agentūrom	2	ˌ
agentūromis	2	ˌ
agentūroms	2	ˌ
agentūros	2	ˌ
agentūrose	2	ˌ
agentūrą	2	ˌ
agentūrų	2	ˌ
agentų	2	ˌ
agi	1	ˋ
agitacija	2	ˌ
agitacijai	2	ˌ
agitacijoje	2	ˌ
agitacijos	2	ˌ
agitaciją	2	ˌ
agitacijų	2	ˌ
agitacine	2	ˌ
agitaciniai	2	ˌ
agitacinis	2	ˌ
agitacinių	2	ˌ
agitacinė	2	ˌ
agitacinėmis	2	ˌ
agitacinės	2	ˌ
agitatoriai	2	ˌ
agitatorius	2	ˌ
agitavimas	2	ˌ
agitavimo	2	ˌ
agitavimą	2	ˌ
agitavo	2	ˌ
agitavom	2	ˌ
agituodami	2	ˈ
agituoja	2	ˈ
agituojama	2	ˈ
agituojančių	2	ˈ
agituoti	2	ˈ
agituotų	2	ˈ
aglinskas	1	ˋ
agne	1	ˋ
agnei	0	ˌ
agniau	1	ˌ
agniete	2	ˋ
agnietei	1	ˌ
agnietė	1	ˌ
agnieška	2	ˋ
agnieškos	1	ˌ
agniešką	1	ˌ
agnostikas	1	ˋ
agnė	0	ˌ
agnės	0	ˌ
agnę	0	ˌ
agonija	1	ˋ
agonijoje	1	ˋ
agoniją	1	ˋ
agota	2	ˋ
agotai	1	ˌ
agotos	1	ˌ
agotą	1	ˌ
agotėlė	2	ˌ
agrariniai	1	ˌ
agrarininkas	1	ˌ
agrarininkų	1	ˌ
agrarinio	1	ˌ
agrarinių	1	ˌ
agrarinė	1	ˌ
agrarinės	1	ˌ
agregatais	2	ˌ
agregatas	2	ˌ
agregatus	3	ˋ
agregatą	2	ˌ
agregatų	2	ˌ
agreguoti	2	ˈ
agreguotos	2	ˈ
agremanas	2	ˌ
agresija	1	ˋ
agresijai	1	ˋ
agresijos	1	ˋ
agresiją	1	ˋ
agresinių	1	ˋ
agresore	1	ˋ
agresoriais	1	ˋ
agresoriams	1	ˋ
agresoriaus	1	ˋ
agresoriui	1	ˋ
agresorium	1	ˋ
agresorius	1	ˋ
agresorių	1	ˋ
agresorė	1	ˋ
agresorėmis	1	ˋ
agresorės	1	ˋ
agresorę	1	ˋ
agresyvaus	3	ˌ
agresyvesne	4	ˋ
agresyvesni	4	ˋ
agresyvesnis	3	ˋ
agresyvesnius	4	ˋ
agresyvesnė	3	ˋ
agresyvesnį	3	ˋ
agresyvi	3	ˋ
agresyvia	3	ˋ
agresyviai	3	ˌ
agresyviais	3	ˌ
agresyviam	3	ˈ
agresyvias	3	ˋ
agresyviau	3	ˌ
agresyviausias	3	ˈ
agresyvioji	3	ˈ
agresyviu	3	ˋ
agresyvius	3	ˋ
agresyvią	2	ˌ
agresyvių	3	ˌ
agresyvumas	3	ˋ
agresyvumo	3	ˋ
agresyvumą	3	ˋ
agresyvus	3	ˋ
agresyvūs	2	ˌ
agresyvų	2	ˌ
agrochemijos	2	ˋ
agrofirma	2	ˋ
agrofirmą	2	ˋ
agrokoncernas	3	ˋ
agrokoncerno	3	ˋ
agrokoncernui	3	ˋ
agrokultūra	4	ˋ
agronomais	2	ˋ
agronomas	2	ˋ
agronomija	2	ˋ
agronomijos	2	ˋ
agronomui	2	ˋ
agronomą	2	ˋ
aguona	2	ˋ
aguonas	2	ˋ
aguonomis	1	ˌ
aguonos	1	ˌ
aguonų	1	ˌ
agurkai	1	ˌ
agurkais	1	ˌ
agurkas	1	ˌ
agurkinė	1	ˌ
agurko	1	ˌ
agurkus	2	ˋ
agurką	1	ˌ
agurkėliais	2	ˌ
agurkėlių	2	ˌ
agurkų	1	ˌ
aha	1	ˋ
ai	0	ˈ
aibe	0	ˈ
aibes	0	ˈ
aibių	0	ˈ
aibė	0	ˈ
aibėje	0	ˈ
aibės	0	ˈ
aibę	0	ˈ
aida	0	ˈ
aidais	1	ˌ
aidas	0	ˈ
aide	1	ˋ
aidi	0	ˌ
aidint	0	ˌ
aidis	0	ˌ
aido	0	ˈ
aidoje	0	ˈ
aidos	0	ˈ
aidu	0	ˈ
aidui	0	ˈ
aidukas	1	ˋ
aiduose	2	ˋ
aidą	0	ˈ
aidėjimais	1	ˈ
aidėjimas	1	ˈ
aiktelėjo	0	ˈ
aikčioja	0	ˈ
aikčiojantį	0	ˈ
aikčiojo	0	ˈ
aikčiot	0	ˈ
aikčioti	0	ˈ
aikšte	0	ˈ
aikštele	2	ˋ
aikšteles	2	ˋ
aikštelių	1	ˌ
aikštelė	1	ˌ
aikštelėj	1	ˌ
aikštelėje	1	ˌ
aikštelėmis	1	ˌ
aikštelės	1	ˌ
aikštelėse	1	ˌ
aikštelę	1	ˌ
aikštes	0	ˈ
aikštingi	1	ˋ
aikštynai	1	ˈ
aikštynais	1	ˈ
aikštynas	1	ˈ
aikštyne	1	ˈ
aikštynuose	1	ˈ
aikštynus	1	ˈ
aikštyną	1	ˈ
aikštynų	1	ˈ
aikštė	1	ˌ
aikštėj	1	ˌ
aikštėje	2	ˋ
aikštėse	2	ˋ
aikštę	0	ˈ
aikščių	0	ˈ
aimana	0	ˈ
aimanavimai	2	ˌ
aimanavo	2	ˌ
aimanos	0	ˈ
aimanuojančias	2	ˈ
aine	1	ˋ
ainei	0	ˌ
aini	0	ˌ
ainiai	0	ˌ
ainiams	0	ˌ
ainis	0	ˌ
ainiu	1	ˋ
ainiui	0	ˌ
ainius	1	ˋ
ainė	0	ˌ
ainės	0	ˌ
ainę	0	ˌ
airiai	0	ˌ
airiams	0	ˌ
airija	0	ˌ
airijoj	0	ˌ
airijoje	0	ˌ
airijos	0	ˌ
airiją	0	ˌ
airine	0	ˌ
airinė	0	ˌ
airinės	0	ˌ
airis	0	ˌ
airiškų	0	ˌ
airių	0	ˌ
airėse	0	ˌ
airį	0	ˌ
aisbergo	0	ˈ
aiste	0	ˈ
aistei	0	ˈ
aisti	0	ˈ
aistis	0	ˈ
aistra	1	ˋ
aistras	1	ˋ
aistringa	1	ˋ
aistringai	1	ˋ
aistringais	1	ˋ
aistringas	1	ˋ
aistringi	1	ˋ
aistringos	1	ˋ
aistringu	1	ˋ
aistringą	1	ˋ
aistrom	0	ˌ
aistros	0	ˌ
aistrose	0	ˌ
aistruoliai	1	ˌ
aistruoliams	1	ˌ
aistruolio	1	ˌ
aistruolis	1	ˌ
aistruolius	2	ˋ
aistruolių	1	ˌ
aistrą	0	ˌ
aistrų	0	ˌ
aistė	0	ˈ
aistės	0	ˈ
aistę	0	ˈ
aisčiu	0	ˈ
aisčių	0	ˈ
aitraus	1	ˌ
aitriai	0	ˌ
aitrinti	0	ˌ
aitrioji	1	ˈ
aitriojo	0	ˌ
aitrius	1	ˋ
aitroku	2	ˋ
aitrus	1	ˋ
aitry	0	ˌ
aitvarai	2	ˌ
aitvarais	2	ˌ
aitvaras	0	ˈ
aitvariukus	3	ˋ
aitvariška	0	ˈ
aitvaro	0	ˈ
aitvarus	0	ˈ
aitvarą	0	ˈ
aitvarėlį	2	ˌ
aitvarų	2	ˌ
aitų	0	ˈ
aiva	1	ˋ
aivarai	0	ˈ
aivaras	0	ˈ
aivaro	0	ˈ
aivaru	0	ˈ
aivarui	0	ˈ
aivarą	0	ˈ
aiškaus	1	ˌ
aiškesne	2	ˋ
aiškesnes	2	ˋ
aiškesni	2	ˋ
aiškesnio	1	ˋ
aiškesnis	1	ˋ
aiškesnius	2	ˋ
aiškesnių	2	ˌ
aiškesnė	1	ˋ
aiškesnę	1	ˋ
aiškesnį	1	ˋ
aiški	1	ˋ
aiškia	0	ˈ
aiškiai	0	ˈ
aiškiais	1	ˌ
aiškiaregyste	4	ˋ
aiškiaregystę	3	ˌ
aiškiaregį	0	ˈ
aiškias	0	ˈ
aiškiau	1	ˌ
aiškiausia	1	ˈ
aiškiausiai	1	ˈ
aiškiausias	1	ˈ
aiškiausių	1	ˈ
aiškiems	1	ˈ
aiškina	0	ˈ
aiškinam	0	ˈ
aiškinama	0	ˈ
aiškinamajame	0	ˈ
aiškinamas	0	ˈ
aiškinamasi	0	ˈ
aiškinamasis	0	ˈ
aiškiname	0	ˈ
aiškinami	0	ˈ
aiškinamojo	0	ˈ
aiškinamos	0	ˈ
aiškinamuosiuose	0	ˈ
aiškinamąjį	0	ˈ
aiškinamės	0	ˈ
aiškinant	0	ˈ
aiškinanti	0	ˈ
aiškinantis	0	ˈ
aiškinantys	0	ˈ
aiškinančių	0	ˈ
aiškinasi	0	ˈ
aiškinat	0	ˈ
aiškinatės	0	ˈ
aiškinau	0	ˈ
aiškinausi	0	ˈ
aiškindama	0	ˈ
aiškindamas	0	ˈ
aiškindami	0	ˈ
aiškindamiesi	0	ˈ
aiškindamos	0	ˈ
aiškindavausi	0	ˈ
aiškindavo	0	ˈ
aiškini	0	ˈ
aiškiniesi	0	ˈ
aiškinimai	0	ˈ
aiškinimais	0	ˈ
aiškinimaisi	0	ˈ
aiškinimas	0	ˈ
aiškinimasis	0	ˈ
aiškinimo	0	ˈ
aiškinimosi	0	ˈ
aiškinimu	0	ˈ
aiškinimui	0	ˈ
aiškinimuisi	0	ˈ
aiškinimus	0	ˈ
aiškinimą	0	ˈ
aiškinimąsi	0	ˈ
aiškinimų	0	ˈ
aiškinimųsi	0	ˈ
aiškink	0	ˈ
aiškinkimės	0	ˈ
aiškinkit	0	ˈ
aiškinkitės	0	ˈ
aiškino	0	ˈ
aiškinom	0	ˈ
aiškinomės	0	ˈ
aiškinosi	0	ˈ
aiškinote	0	ˈ
aiškinotės	0	ˈ
aiškins	0	ˈ
aiškinsi	0	ˈ
aiškinsime	0	ˈ
aiškinsimės	0	ˈ
aiškinsis	0	ˈ
aiškint	0	ˈ
aiškinti	0	ˈ
aiškintis	0	ˈ
aiškintoja	0	ˈ
aiškintojai	0	ˈ
aiškintojas	0	ˈ
aiškintojo	0	ˈ
aiškintojui	0	ˈ
aiškintojus	0	ˈ
aiškintojų	0	ˈ
aiškintumėt	0	ˈ
aiškintų	0	ˈ
aiškinu	0	ˈ
aiškinuosi	0	ˈ
aiškinusiam	0	ˈ
aiškiomis	2	ˋ
aiškius	1	ˋ
aiškią	0	ˈ
aišku	0	ˈ
aiškumas	1	ˋ
aiškumo	1	ˋ
aiškumu	2	ˋ
aiškumą	1	ˋ
aiškus	1	ˋ
aiškyti	1	ˈ
aiškėja	1	ˈ
aiškėjant	1	ˈ
aiškėjo	1	ˈ
aiškėt	1	ˈ
aiškėti	1	ˈ
aiškūs	0	ˈ
aiškų	0	ˈ
aižo	0	ˌ
aižėja	0	ˈ
aižėti	0	ˈ
ajatola	3	ˋ
ajeras	0	ˌ
ajeruose	3	ˋ
ajerą	0	ˌ
ajerų	2	ˌ
ak	0	ˋ
akacija	1	ˌ
akacijos	1	ˌ
akademija	2	ˋ
akademijai	2	ˋ
akademijas	2	ˋ
akademijoj	2	ˋ
akademijoje	2	ˋ
akademijom	2	ˋ
akademijomis	2	ˋ
akademijos	2	ˋ
akademijose	2	ˋ
akademiją	2	ˋ
akademijų	2	ˋ
akademikai	2	ˋ
akademikais	2	ˋ
akademikas	2	ˋ
akademiko	2	ˋ
akademiku	2	ˋ
akademikus	2	ˋ
akademikė	2	ˋ
akademikų	2	ˋ
akademine	2	ˋ
akademinei	2	ˋ
akademines	2	ˋ
akademiniai	2	ˋ
akademiniam	2	ˋ
akademiniams	2	ˋ
akademinio	2	ˋ
akademinis	2	ˋ
akademiniu	2	ˋ
akademiniuose	2	ˋ
akademinius	2	ˋ
akademinių	2	ˋ
akademinė	2	ˋ
akademinėj	2	ˋ
akademinėje	2	ˋ
akademinės	2	ˋ
akademinėse	2	ˋ
akademinę	2	ˋ
akademinį	2	ˋ
akademiškai	2	ˋ
akademiškas	2	ˋ
akademiškesnei	4	ˋ
akademiškesnius	5	ˋ
akademiškiau	4	ˌ
akceleratorių	3	ˌ
akcentai	1	ˌ
akcentais	1	ˌ
akcentas	1	ˌ
akcentavai	3	ˌ
akcentavau	3	ˌ
akcentavimas	2	ˌ
akcentavime	2	ˌ
akcentavimo	2	ˌ
akcentavimą	2	ˌ
akcentavo	2	ˌ
akcentavom	2	ˌ
akcentavot	2	ˌ
